Gene name,Mutated samples,Samples tested
ADAMTS14,175,2754
ARFGEF1,175,2780
LIFR,175,2991
ABCC9,175,2755
DOCK9_ENST00000442173,175,2754
POLA1_ENST00000379059,175,2754
SCN11A,175,2755
PCDHB12_ENST00000624949,175,2914
ADAMTS14_ENST00000373207,175,2754
BMPR2_ENST00000638587,175,2805
DNAJC13,175,2775
PCDHGC4_ENST00000618371,175,2754
ARHGEF28_ENST00000296794,175,2743
ROCK2_ENST00000616279,175,2784
ZNF91,175,2754
ADAMTS3,175,2754
SYNJ2_ENST00000640338,175,2754
ROCK2,175,2784
KIF5C,175,2743
CASP8_ENST00000323492,174,4584
HDAC4,174,2780
TMEM151B_ENST00000438774,174,2743
AFF2_ENST00000286437,174,2754
RBFOX1_ENST00000553186,174,2754
NTRK2_ENST00000376213,174,4215
COL2A1,174,2914
PCNX1,174,2754
RPS6KA2_ENST00000265678,174,2898
NTRK2_ENST00000376214,174,4215
NID1,174,2780
ADAMTS3_ENST00000622135,174,2754
SLC4A4_ENST00000340595,174,2754
FGFR2_ENST00000358487,174,5530
HDAC4_ENST00000543185,174,2780
KIF16B,174,2780
TNRC6B_ENST00000402203,174,2754
USH2A_ENST00000366942,174,2914
RUNX1T1_ENST00000422361,174,2920
NCOA3_ENST00000372004,174,4089
LMO7_ENST00000465261,174,2780
HNF1A_ENST00000257555,174,4827
LMO7_ENST00000526202,174,2780
PRDM2_ENST00000311066,174,2754
DSEL,174,2780
LMO7_ENST00000321797,174,2780
TANC1,174,2754
RBFOX1_ENST00000547372,174,2754
LMO7,174,2780
NCOA3_ENST00000371997,174,4089
COL2A1_ENST00000337299,174,2914
CEP350,174,2743
NID1_ENST00000366595,174,2780
PPL,173,2754
PRDM2_ENST00000503842,173,2754
MYH10,173,2754
NCOA3,173,4089
INSR_ENST00000341500,173,4112
RASA1,173,4039
RAPGEF6_ENST00000509018,173,2754
RAPGEF6,173,2754
NTRK2_ENST00000323115,173,4215
MYH10_ENST00000379980,173,2754
TEX15,173,2754
GOLGA3_ENST00000456883,173,2754
TRPA1,173,2755
GRIA1_ENST00000285900,173,2820
NUP210L,173,2754
PRDM2_ENST00000505823,173,2754
PCDHGC4,173,2754
NUP210L_ENST00000271854,173,2754
MYH10_ENST00000269243,173,2754
GRIA1_ENST00000518142,173,2820
KCND2,173,2754
ROBO3,173,2775
PIK3R1_ENST00000523872,173,4928
CACNA1D_ENST00000636938,173,2754
NTRK2,173,4215
NFATC1_ENST00000592223,173,2780
TEX15_ENST00000643185,173,2754
MAST4_ENST00000405643,173,2773
AC003006.1,173,2743
RAPGEF6_ENST00000507093,173,2754
RALYL_ENST00000521695,172,2743
USP9X,172,2868
GOLGB1_ENST00000340645,172,2780
BCAS3,172,2743
HECW2_ENST00000644978,172,2754
DNMT3B_ENST00000348286,172,4022
BCAS3_ENST00000407086,172,2743
RALYL_ENST00000522455,172,2743
KIAA0556,172,2775
ZNF91_ENST00000397082,172,2754
HECW2,172,2754
BCAS3_ENST00000589222,172,2743
RALYL_ENST00000521268,172,2743
TRDN,172,2754
HECW2_ENST00000644256,172,2754
NUP210,172,2775
DNMT3B,172,4022
NCOA6_ENST00000616167,172,2940
GOLGB1_ENST00000614479,172,2780
BCAS3_ENST00000390652,172,2743
CEP290_ENST00000309041,172,2754
GOLGB1,172,2780
CEP290,172,2754
SMG1,172,2784
PPL_ENST00000590782,172,2754
QKI_ENST00000392127,172,2976
RALYL_ENST00000518566,172,2743
SLC12A7,172,2935
ZFP36L2,172,2754
QKI_ENST00000453779,172,2976
LRP2_ENST00000443831,172,2940
HECW2_ENST00000644030,172,2754
DNMT3B_ENST00000353855,172,4022
EHMT1,172,2780
BCAS3_ENST00000408905,172,2743
RALYL,172,2743
KCNT2_ENST00000367433,172,2780
TLL1,172,2780
CPS1,172,2780
QKI_ENST00000275262,172,2976
FLRT2_ENST00000554746,171,2754
PCNX1_ENST00000439984,171,2754
INSR,171,4112
DNMT3B_ENST00000443239,171,4022
KCNT2_ENST00000451324,171,2780
CASP8_ENST00000432109,171,4584
CCDC40,171,2743
MTCL1,171,2754
TNRC6B_ENST00000335727,171,2754
DOCK11_ENST00000276204,171,2754
FANCD2_ENST00000419585,171,2915
ADGRA2_ENST00000315215,171,2904
KAT6B_ENST00000372725,171,2945
USP9X_ENST00000378308,171,2868
DGKB,171,2775
DENND3,171,2754
ADAM12,171,2780
DENND3_ENST00000519811,171,2754
ADARB2,171,2780
MTCL1_ENST00000517570,171,2754
COL1A1,171,2904
KIF1B_ENST00000377086,171,2827
DGKB_ENST00000399322,171,2775
MTCL1_ENST00000400050,171,2754
ZNF407,171,2754
PTPRU_ENST00000460170,171,2940
ARFGEF3,171,2754
DOCK11,171,2754
KIF21B_ENST00000332129,171,2754
PCDH19,171,2754
FANCD2_ENST00000383807,171,2915
KCNT2,171,2780
KCNT2_ENST00000609185,171,2780
TLL1_ENST00000507499,171,2780
DGKB_ENST00000402815,171,2775
PTPRU_ENST00000428026,171,2940
SIGLEC1,171,2754
RBFOX1_ENST00000552089,171,2754
COG5_ENST00000393603,171,2754
TNRC6B,171,2754
PTPRU_ENST00000373779,171,2940
RAPGEF6_ENST00000627212,171,2754
KIF1B_ENST00000620295,170,2827
SIPA1L2,170,2754
CRB1_ENST00000535699,170,2780
CRB1,170,2780
ATP4A,170,2754
KIF21B_ENST00000461742,170,2754
ANKRD17,170,2754
SIPA1L2_ENST00000262861,170,2754
KIF21B_ENST00000360529,170,2754
DGKB_ENST00000407950,170,2775
PRDM15,170,2754
GRIA1_ENST00000340592,170,2820
PCDH7_ENST00000361762,170,2754
MAP1A_ENST00000382031,170,2775
ASXL3,170,2743
MYO5B,170,2743
EHMT1_ENST00000637161,170,2780
WRN,170,3029
KIF21A_ENST00000361961,170,2754
CALD1_ENST00000361901,170,2754
COL25A1_ENST00000399127,170,2754
ZNF469_ENST00000565624,170,2743
PRDM15_ENST00000398548,170,2754
KAT6B,170,2945
MAP3K1,170,4233
PRDM15_ENST00000422911,170,2754
CFAP65,170,2754
ZNF469,170,2743
KIF1B_ENST00000622724,170,2827
MAP1A,170,2775
PAPLN_ENST00000644200,170,2754
COL25A1_ENST00000399126,170,2754
KAT6B_ENST00000372724,170,2945
ABCC9_ENST00000261201,170,2755
KAT6B_ENST00000372711,170,2945
DNMT3B_ENST00000201963,170,4022
PAPLN,170,2754
CNTN5_ENST00000619298,170,2775
KIF1B_ENST00000377081,170,2827
DNMT3B_ENST00000456297,170,4022
KAT6B_ENST00000372714,170,2945
CRB1_ENST00000538660,170,2780
COL16A1,169,2754
OCA2,169,2780
FGFR3,169,5753
FGFR3_ENST00000481110,169,5753
PCDH19_ENST00000420881,169,2754
ERCC2,169,4283
PIK3CD,169,4136
SHPRH_ENST00000629427,169,2754
EPHB1_ENST00000493838,169,4258
SCN11A_ENST00000456224,169,2755
EPB41L3_ENST00000545076,169,2754
KIF21A_ENST00000544797,169,2754
KIF21A_ENST00000541463,169,2754
EGFLAM,169,2754
KCNH5,169,2754
RAI1_ENST00000640861,169,2754
CPS1_ENST00000233072,169,2780
ZNF835,169,2743
OCA2_ENST00000353809,169,2780
ATP2B3_ENST00000393842,169,2914
PIK3CD_ENST00000536656,169,4136
ERCC5_ENST00000602836,169,4317
KIF21B,169,2754
MDC1,169,4043
DENND3_ENST00000424248,169,2754
CRB1_ENST00000367399,169,2780
PCDH19_ENST00000255531,169,2754
JPH3,169,2754
MMP16,169,2754
NTRK3_ENST00000558676,169,4714
CALD1,169,2754
PIKFYVE,169,2754
PTPRU,169,2940
ANKRD17_ENST00000330838,169,2754
SHPRH_ENST00000438092,169,2754
BIVM-ERCC5_ENST00000639132,169,2778
SHPRH_ENST00000275233,169,2754
SHPRH,169,2754
PIK3CD_ENST00000628140,169,4136
FGFR3_ENST00000412135,169,5753
MN1,169,2889
EGFLAM_ENST00000322350,169,2754
FGFR3_ENST00000613647,169,5753
KIF21A,169,2754
TERT,169,4267
BIVM-ERCC5,169,2778
ZNF804A,169,2780
IGSF1_ENST00000370904,168,2754
PRRC2C,168,2743
CTTNBP2,168,2754
FGFR2_ENST00000356226,168,5530
FGFR2_ENST00000369060,168,5530
RBFOX1,168,2754
IGFN1_ENST00000295591,168,2743
GRIK1_ENST00000389125,168,2775
TRAK1,168,2754
TSC1,168,4474
FGFR2_ENST00000369061,168,5530
GRIK1_ENST00000399913,168,2775
CHL1,168,2780
TTC3_ENST00000355666,168,2780
PAPLN_ENST00000555445,168,2754
CACNA1F,168,2775
MAST2,168,2784
PKDREJ,168,2780
FGFR2_ENST00000613048,168,5530
HECTD1,168,2776
MTCL1_ENST00000306329,168,2754
FGFR2_ENST00000357555,168,5530
CHD3,168,2754
PRRC2C_ENST00000426496,168,2743
SNED1,168,2743
SLITRK2,168,2755
KALRN_ENST00000460856,168,2810
PDE4D_ENST00000360047,168,2754
TTC3_ENST00000354749,168,2780
TRAK1_ENST00000487159,168,2754
CACNA1F_ENST00000323022,168,2775
MYO1F_ENST00000613525,168,2754
TUBGCP6,168,2754
IGFN1,168,2743
ABL1_ENST00000318560,168,5698
PHIP,168,2781
TNXB_ENST00000611016,168,2754
PCDH8_ENST00000338862,168,2780
TERT_ENST00000334602,168,4267
GRIK1_ENST00000399914,168,2775
KALRN,168,2810
PCDH8,168,2780
RGS3,168,2754
HECTD1_ENST00000553700,168,2776
TUBGCP6_ENST00000439308,168,2754
TMEM132B,168,2775
PRRC2C_ENST00000367742,168,2743
MYO1F,168,2754
SNED1_ENST00000405547,168,2743
MYO1F_ENST00000644032,168,2754
TTC3,168,2780
OTOF_ENST00000402415,167,2780
RBM33,167,2743
GRIA1,167,2820
SARDH_ENST00000439388,167,2754
ZMIZ1,167,2780
RBFOX1_ENST00000547338,167,2754
RGS3_ENST00000350696,167,2754
MYO9A_ENST00000564571,167,2754
SH3PXD2A_ENST00000369774,167,2754
SH3PXD2A,167,2754
OTOF_ENST00000338581,167,2780
MAST4_ENST00000261569,167,2773
GRIA1_ENST00000521843,167,2820
MYO9A,167,2754
PAPLN_ENST00000554301,167,2754
TSC1_ENST00000643875,167,4474
TSC1_ENST00000644097,167,4474
SARDH,167,2754
CNTN4,167,2780
CALD1_ENST00000422748,167,2754
TSC1_ENST00000642627,167,4474
CNTN4_ENST00000418658,167,2780
HECTD1_ENST00000611816,167,2776
FANCD2,167,2915
GBF1,167,2754
PTPRC_ENST00000348564,167,2780
HDLBP_ENST00000391976,167,2780
HDLBP_ENST00000310931,167,2780
CALD1_ENST00000417172,167,2754
PTPRC,167,2780
SLC19A1_ENST00000567670,167,2758
DLG2_ENST00000280241,167,2820
GRIA1_ENST00000448073,167,2820
HDLBP_ENST00000427183,167,2780
TSC1_ENST00000646625,167,4474
HDLBP,167,2780
CFAP65_ENST00000453220,167,2754
OTOF_ENST00000339598,167,2780
GRIK3_ENST00000373093,167,2780
SULF1_ENST00000402687,166,2754
EPB41L3_ENST00000544123,166,2754
SEMA5B_ENST00000195173,166,2780
CACNA1F_ENST00000376251,166,2775
COL4A6_ENST00000334504,166,2780
EPB41L3_ENST00000400111,166,2754
COL4A6_ENST00000621266,166,2780
KCNQ2_ENST00000370224,166,2754
DUOX1_ENST00000389037,166,2775
SEMA5B_ENST00000616742,166,2780
DNAH6,166,2743
DUOX1,166,2775
PRKCE,166,2810
EPB41L3_ENST00000540638,166,2754
ANKRD30A_ENST00000602533,166,2780
COL4A6_ENST00000538570,166,2780
RTEL1_ENST00000508582,166,2763
CHL1_ENST00000620033,166,2780
KCNQ2_ENST00000625514,166,2754
MYO9A_ENST00000444904,166,2754
SCRIB,166,2754
EPB41L3_ENST00000342933,166,2754
SULF1,166,2754
KCNQ3_ENST00000621976,166,2775
KCNQ2_ENST00000360480,166,2754
DNAH6_ENST00000237449,166,2743
COL4A6_ENST00000545689,166,2780
COL4A6,166,2780
PRKG1,166,2944
TEX15_ENST00000256246,166,2754
RTTN,166,2775
EPB41L3,166,2754
KCNQ2_ENST00000344462,166,2754
LOXHD1_ENST00000536736,166,2743
SEMA5B_ENST00000357599,166,2780
KDM6A,166,4310
LOXHD1_ENST00000642948,166,2743
KCNQ2_ENST00000626839,166,2754
SULF1_ENST00000458141,166,2754
SCRIB_ENST00000320476,166,2754
KIF1B,166,2827
RBFOX1_ENST00000620507,166,2754
RTEL1_ENST00000370018,166,2763
KCNJ12_ENST00000331718,166,2754
COL4A6_ENST00000372216,166,2780
RANBP2,166,2754
RBFOX1_ENST00000355637,166,2754
TSC1_ENST00000440111,166,4474
KCNQ2,166,2754
AHDC1_ENST00000642245,166,2754
PRKG1_ENST00000401604,166,2944
RTEL1_ENST00000318100,166,2763
RTEL1,166,2763
PRKG1_ENST00000373985,166,2944
KCNQ2_ENST00000629241,166,2754
TSC1_ENST00000545250,166,4474
AHDC1_ENST00000642416,166,2754
KCNQ2_ENST00000629676,166,2754
CHL1_ENST00000397491,166,2780
NCAM2,166,2754
RBFOX1_ENST00000311745,166,2754
SEMA5B,166,2780
SULF1_ENST00000419716,166,2754
DIP2A_ENST00000400274,166,2743
RBFOX1_ENST00000340209,166,2754
PRKAG2,165,2812
PNPLA6_ENST00000450331,165,2754
DIP2A,165,2743
SLC4A5_ENST00000423644,165,2754
KDM6A_ENST00000543216,165,4310
SLC4A5,165,2754
KDM6A_ENST00000382899,165,4310
KDM6A_ENST00000536777,165,4310
SNX29,165,2754
AHDC1_ENST00000247087,165,2754
EML5,165,2754
HECW2_ENST00000409111,165,2754
CIITA_ENST00000324288,165,2789
AHDC1_ENST00000644989,165,2754
KCNU1,165,2743
RBFOX1_ENST00000436368,165,2754
PNPLA6_ENST00000221249,165,2754
MAD1L1_ENST00000402746,165,2754
COL11A2,165,2754
CIITA_ENST00000381835,165,2789
PRKG1_ENST00000646535,165,2944
CTBP2_ENST00000494626,165,2914
TNRC6A,165,2754
KDM6A_ENST00000611820,165,4310
PNPLA6,165,2754
COL11A2_ENST00000361917,165,2754
SLC4A5_ENST00000394019,165,2754
CIITA_ENST00000618207,165,2789
LOXHD1_ENST00000441551,165,2743
RBFOX1_ENST00000535565,165,2754
SCRIB_ENST00000377533,165,2754
TNRC6A_ENST00000315183,165,2754
AHDC1,165,2754
COL11A2_ENST00000341947,165,2754
MAD1L1_ENST00000399654,165,2754
CIITA,165,2789
SORBS2_ENST00000284776,165,2755
SIPA1L1,165,2780
SIPA1L1_ENST00000381232,165,2780
MAD1L1_ENST00000265854,165,2754
CTBP2_ENST00000411419,165,2914
L1CAM_ENST00000370055,165,2754
ROBO3_ENST00000538940,165,2775
CTBP2_ENST00000531469,165,2914
ANKRD17_ENST00000509867,165,2754
L1CAM,165,2754
MAD1L1,165,2754
PNPLA6_ENST00000545201,165,2754
SLC4A5_ENST00000358683,164,2754
TSC1_ENST00000642617,164,4474
PCSK5_ENST00000376752,164,2754
SLC4A5_ENST00000377634,164,2754
KCNH5_ENST00000420622,164,2754
PHRF1_ENST00000533464,164,2754
CHD3_ENST00000358181,164,2754
MDGA2_ENST00000399232,164,2754
SYCP2_ENST00000371001,164,2754
PHRF1,164,2754
ERCC6,164,2795
FILIP1_ENST00000393004,164,2754
PLXNB1_ENST00000296440,164,2780
PHRF1_ENST00000413872,164,2754
PDZRN3,164,2754
SPECC1_ENST00000395530,164,2743
UGT1A5,164,2748
FGFR2,164,5530
PLXNB1,164,2780
NAV1_ENST00000367302,164,2754
SIM1,164,2754
TLE4_ENST00000376544,164,2754
CHD3_ENST00000330494,164,2754
RPS6KA2_ENST00000481261,164,2898
TLE4_ENST00000376552,164,2754
SLC4A5_ENST00000377632,164,2754
NAV1,164,2754
RASA1_ENST00000512763,164,4039
UNC5C,164,2754
RASA1_ENST00000456692,164,4039
KMT2E_ENST00000257745,164,2754
FGFR2_ENST00000369059,164,5530
ALPK3,164,2784
GRIK1,164,2775
SORBS2,164,2755
RASA1_ENST00000506290,164,4039
KMT2E,164,2754
SIM1_ENST00000262901,164,2754
TSC1_ENST00000643583,164,4474
CORO7-PAM16,164,2743
LIFR_ENST00000453190,164,2991
ABCA4_ENST00000536513,164,2780
PLXNB1_ENST00000456774,164,2780
SYCP2,164,2754
PHRF1_ENST00000416188,164,2754
VWA8,163,2754
PRDM2_ENST00000413440,163,2754
PACRG_ENST00000366889,163,2754
ITIH5_ENST00000397145,163,2754
GRIK5_ENST00000593562,163,2754
OTOF_ENST00000646318,163,2780
PACRG,163,2754
ADAMTS10,163,2754
CDK5RAP2,163,2754
NCOR1_ENST00000395848,163,4059
NAV2_ENST00000533917,163,2755
CDK5RAP2_ENST00000360190,163,2754
TSPOAP1_ENST00000268893,163,2754
FGFR2_ENST00000346997,163,5530
CNTN4_ENST00000427331,163,2780
ADAMTS10_ENST00000597188,163,2754
TMEM94_ENST00000579208,163,2754
PACRG_ENST00000366888,163,2754
CTNNA1,163,3075
PLXNC1,163,2754
DCAF12L1,163,2754
CRB1_ENST00000638467,163,2780
PLEKHB2_ENST00000404460,163,2754
CDK5RAP2_ENST00000360822,163,2754
TLE4,163,2754
RTTN_ENST00000255674,163,2775
DHRSX,163,2743
ECPAS,163,2743
WDR17_ENST00000508596,163,2755
PCDHGA5_ENST00000611914,163,2743
DIDO1_ENST00000395340,163,2754
CTNNA1_ENST00000627109,163,3075
PRDM2_ENST00000343137,163,2754
GSE1,163,2780
KCNQ2_ENST00000637193,163,2754
CPSF1,163,2754
WDR17,163,2755
HEATR1,163,2754
TMEM94_ENST00000314256,163,2754
DLGAP1,163,2754
FGFR2_ENST00000351936,163,5530
RPS6KA2_ENST00000405189,162,2898
BICRA,162,2743
GSE1_ENST00000393243,162,2780
LAMB4_ENST00000205386,162,2775
DGKB_ENST00000406247,162,2775
NSD2_ENST00000382892,162,2951
TBP,162,2754
TRHDE,162,2754
TBP_ENST00000616883,162,2754
CDH8_ENST00000584337,162,2940
KCNN3_ENST00000271915,162,2754
HFM1,162,2754
HEATR1_ENST00000366581,162,2754
LTBP4,162,2754
TBP_ENST00000540980,162,2754
NRXN1_ENST00000406859,162,2754
CFAP61,162,2754
DNAH12_ENST00000351747,162,2743
NLRP12,162,2743
GSE1_ENST00000405402,162,2780
SIPA1L1_ENST00000358550,162,2780
FAM47C,162,2754
TAOK2_ENST00000279394,162,2784
LTBP4_ENST00000204005,162,2754
KDM6A_ENST00000621147,162,4310
PML_ENST00000565898,162,2950
NSD2_ENST00000382891,162,2951
IMMP2L_ENST00000452895,162,2755
LAMB4,162,2775
RASGRF2,162,2780
AC011604.2,162,2745
FGFR3_ENST00000352904,162,5753
CPSF1_ENST00000620219,162,2754
SETD1A,162,2754
NSD2,162,2951
DNAH12_ENST00000495027,162,2743
NLRP12_ENST00000345770,162,2743
SULF1_ENST00000616868,162,2754
IMMP2L,162,2755
AC011604.2_ENST00000381541,162,2745
IMMP2L_ENST00000331762,162,2755
SHROOM2,162,2780
KCNN3,162,2754
NLRP12_ENST00000324134,162,2743
PML,162,2950
TSPOAP1,162,2754
EEF1AKMT4-ECE2,162,2743
NRXN1_ENST00000402717,162,2754
NLRP12_ENST00000391772,162,2743
SMAD3_ENST00000537194,162,5448
TBP_ENST00000230354,162,2754
PCDH7,162,2754
TLE4_ENST00000265284,162,2754
TMEM94,162,2754
TSC1_ENST00000643072,162,4474
EML5_ENST00000380664,162,2754
UMODL1_ENST00000400427,161,2754
ATP7A,161,2754
PNPLA6_ENST00000600737,161,2754
MAGI2_ENST00000519748,161,2743
RALGAPA1,161,2775
GRIN3A,161,2754
MAGI2_ENST00000637282,161,2743
COL4A3,161,2754
ANO1_ENST00000530676,161,2743
FILIP1,161,2754
ANO1,161,2743
RALGAPA1_ENST00000389698,161,2775
ZNFX1_ENST00000371752,161,2743
TNK2_ENST00000333602,161,2898
SMARCC2_ENST00000267064,161,2754
AC134980.3,161,2743
TNK2,161,2898
ATP7A_ENST00000343533,161,2754
NLRP12_ENST00000391775,161,2743
DLEC1,161,2780
KNL1,161,2868
ELMO1,161,2914
UMODL1_ENST00000408910,161,2754
SMARCC2_ENST00000347471,161,2754
UMODL1_ENST00000400424,161,2754
SMARCC2,161,2754
RALGAPA1_ENST00000307138,161,2775
KNL1_ENST00000399668,161,2868
ITGAE,161,2935
UMODL1,161,2754
DLEC1_ENST00000346219,161,2780
SORBS2_ENST00000448662,161,2755
TP53BP1,161,2804
PAPPA2_ENST00000367661,161,2775
ZNFX1,161,2743
SMARCC2_ENST00000394023,161,2754
CTNNA1_ENST00000518825,161,3075
ECPAS_ENST00000338205,161,2743
SCAF4_ENST00000434667,160,2754
ATG5_ENST00000636437,160,2804
IL16_ENST00000394660,160,2754
SCAF4,160,2754
LRFN5_ENST00000554120,160,2754
CABIN1_ENST00000617531,160,2754
PCDHGA3_ENST00000619750,160,2775
MYH1,160,2940
AXL,160,4271
KDM3B,160,2754
LRFN5_ENST00000554171,160,2754
SLC5A10_ENST00000317977,160,2754
MIA3_ENST00000344507,160,2743
LRFN5,160,2754
WDR60,160,2754
WDR17_ENST00000507824,160,2755
DOP1A,160,2780
POLRMT,160,2754
CABIN1_ENST00000263119,160,2754
SGCZ,160,2754
NELL1_ENST00000357134,160,2780
ANKRD30A_ENST00000611781,160,2780
CABIN1_ENST00000405822,160,2754
SORBS2_ENST00000319471,160,2755
SORBS2_ENST00000449407,160,2755
ADGRA2,160,2904
PCDHGB3_ENST00000618934,160,2743
CAMSAP1,160,2754
CAMSAP1_ENST00000409386,160,2754
NELL1_ENST00000325319,160,2780
CILP2,160,2754
CDH22,160,2754
IQSEC3,160,2775
SORBS2_ENST00000393528,160,2755
BRINP3,160,2754
MIA3,160,2743
ZNF99,160,2743
CABIN1,160,2754
TNN,160,2775
CILP2_ENST00000586018,160,2754
GRIK5_ENST00000262895,160,2754
SCAF4_ENST00000399804,160,2754
KIF13B,160,2754
DOP1A_ENST00000349129,160,2780
FBXL7_ENST00000329673,160,2755
NELL1,160,2780
AXL_ENST00000359092,160,4271
LRP4,160,2754
RERE,160,2754
SNTG2,160,2775
CNOT1_ENST00000441024,160,2754
TP63,160,4057
SNTG2_ENST00000407292,160,2775
NTRK3_ENST00000542733,160,4714
DAB2IP,159,2754
RREB1,159,2775
SBF2,159,2754
CNTRL,159,2754
BRCA1_ENST00000468300,159,4595
CASZ1_ENST00000344008,159,2754
KIF13A_ENST00000378814,159,2775
COBL,159,2754
PLCB1,159,2780
SHANK2_ENST00000409161,159,2754
PIK3C2B_ENST00000424712,159,2903
ANKHD1-EIF4EBP3,159,2744
COBL_ENST00000265136,159,2754
RALGAPA1_ENST00000553892,159,2775
ADAM29_ENST00000618444,159,2780
PLCH2_ENST00000449969,159,2754
PIK3C2B,159,2903
RALGAPA1_ENST00000382366,159,2775
CDC42BPG,159,2784
ANKRD30A_ENST00000374660,159,2780
PLCB1_ENST00000378641,159,2780
BRCA1_ENST00000591849,159,4595
BRCA1_ENST00000491747,159,4595
ADAM29_ENST00000404450,159,2780
ELMO1_ENST00000442504,159,2914
NSD2_ENST00000508803,159,2951
CDH1,159,5372
MUSK_ENST00000416899,159,2903
ADAM29_ENST00000445694,159,2780
MUSK,159,2903
MROH2B,159,2743
ADAM29_ENST00000359240,159,2780
BRCA1_ENST00000493795,159,4595
ADAM29,159,2780
ZMIZ1_ENST00000611351,159,2780
BRCA1_ENST00000357654,159,4595
BRCA1_ENST00000591534,159,4595
BRCA1,159,4595
BRCA1_ENST00000352993,159,4595
PCDHGA6_ENST00000610583,159,2743
CDH22_ENST00000372262,159,2754
PTPRQ_ENST00000616559,159,2743
BRCA1_ENST00000586385,159,4595
ANKRD30A,159,2780
SHROOM3,159,2754
FGD5,158,2754
CENPE_ENST00000380026,158,2775
CENPE,158,2775
DSPP_ENST00000282478,158,2754
RREB1_ENST00000334984,158,2775
CNTRL_ENST00000238341,158,2754
IGSF3_ENST00000369486,158,2754
ZNF804A_ENST00000613975,158,2780
FGFR2_ENST00000360144,158,5530
TJP1,158,2754
LTBP1,158,2754
IQGAP2,158,2754
PLCB1_ENST00000637919,158,2780
ADGRB2_ENST00000373658,158,2754
TJP1_ENST00000400011,158,2754
ADGRB2_ENST00000398542,158,2754
PLCH2_ENST00000419816,158,2754
ADGRB2,158,2754
TJP1_ENST00000614355,158,2754
MYO16_ENST00000251041,158,2775
ABCC5,158,2775
L1CAM_ENST00000361699,158,2754
ZEB2_ENST00000636026,158,2780
RREB1_ENST00000349384,158,2775
SHANK2,158,2754
FGD5_ENST00000543601,158,2754
PLCH2,158,2754
GRM3,158,2755
MUSK_ENST00000189978,158,2903
DSPP,158,2754
EPHA10_ENST00000427468,158,2784
ZEB2,158,2780
WDR87,158,2743
SHANK2_ENST00000449833,158,2754
AMPH_ENST00000325590,158,2754
SPEF2_ENST00000637569,158,2743
MAGEC3,158,2754
UNC5D_ENST00000287272,158,2754
L1CAM_ENST00000361981,158,2754
TLE1,158,2754
ANKRD26,158,2775
XDH,158,2780
ZEB2_ENST00000419938,158,2780
IGSF3,158,2754
EIF3A,158,2754
CENPE_ENST00000611174,158,2775
RERE_ENST00000400908,158,2754
PDS5B,158,2755
PCDHB6,158,2914
MUSK_ENST00000374440,158,2903
ZEB2_ENST00000636471,158,2780
PARP4,158,2924
TNK2_ENST00000428187,158,2898
ABCC5_ENST00000265586,158,2775
ANKRD26_ENST00000436985,158,2775
DLGAP1_ENST00000581527,158,2754
TNKS,158,2754
AMPH,158,2754
SORBS2_ENST00000437304,158,2755
NRXN3_ENST00000335750,158,2780
ST5,158,2754
CFTR,158,2754
ZEB2_ENST00000409487,158,2780
JAK1,158,4669
JAK3,158,5448
TJP1_ENST00000346128,158,2754
ADGRB2_ENST00000398547,158,2754
SPECC1_ENST00000395529,158,2743
RREB1_ENST00000379933,158,2775
KIF2B,157,2754
PFKP,157,2754
PCDHB2_ENST00000622947,157,2914
PCDHB2,157,2914
DCAF4L2,157,2754
ZNF638_ENST00000264447,157,2754
SLC4A3,157,2780
ZNF638,157,2754
NTM_ENST00000374786,157,2754
SON_ENST00000381692,157,2754
SHANK2_ENST00000357171,157,2754
ADAM29_ENST00000514159,157,2780
SLC4A3_ENST00000317151,157,2780
PRKD1_ENST00000331968,157,2819
UGT1A6_ENST00000406651,157,2759
HNF1A_ENST00000617366,157,4827
JAG1,157,2754
TJP1_ENST00000545208,157,2754
OGDHL,157,2754
HNF1A_ENST00000615446,157,4827
PCDHB6_ENST00000622991,157,2914
OGDHL_ENST00000432695,157,2754
PTPN14_ENST00000543945,157,2795
BTBD11,157,2754
GRIK5,157,2754
PTPN14,157,2795
EPHA10,157,2784
PDE3A,157,2754
TP63_ENST00000320472,157,4057
SLC4A3_ENST00000373760,157,2780
SPG11_ENST00000535302,157,2754
FGFR2_ENST00000369056,157,5530
SPG11,157,2754
CDKL5,157,2810
FOXP2,157,2781
PLIN4,157,2743
HNF1A_ENST00000543427,157,4827
FOXP2_ENST00000403559,157,2781
SLC4A3_ENST00000358055,157,2780
GRID2,157,2780
IGSF3_ENST00000318837,157,2754
MON2,157,2754
AL358113.1,157,2743
ELMO1_ENST00000448602,157,2914
IKZF1,157,4302
OGDHL_ENST00000419399,157,2754
PLIN4_ENST00000633942,157,2743
SON,157,2754
PRKD1_ENST00000616995,157,2819
DOP1A_ENST00000369739,157,2780
CDKL5_ENST00000379996,157,2810
FOXP2_ENST00000393491,157,2781
TNN_ENST00000621086,157,2775
NCAM2_ENST00000284894,157,2754
SORCS1_ENST00000369698,157,2780
ADGRB2_ENST00000398556,157,2754
PCDHGA12_ENST00000613314,156,2754
NOS3,156,2780
ADGRB2_ENST00000527361,156,2754
PTPRQ,156,2743
CD109_ENST00000437994,156,2780
SEMA3E,156,2754
PLEKHA7_ENST00000531066,156,2754
CFH,156,2754
ZNF512B,156,2754
PATJ_ENST00000642238,156,2754
IKZF1_ENST00000440768,156,4302
