Gene name,Mutated samples,Samples tested
TNS1_ENST00000430930,265,2780
NCOR1_ENST00000395851,265,4059
CACNA1A_ENST00000638009,265,2775
TNS1_ENST00000419504,265,2780
ADAMTS18,265,3248
UBR5_ENST00000220959,264,2997
CACNA1A_ENST00000637432,264,2775
UBR5,264,2997
CACNA1A_ENST00000636012,264,2775
UBR5_ENST00000521922,264,2997
RP1_ENST00000636932,264,2755
ANK3_ENST00000355288,264,2754
CACNA1A_ENST00000635727,264,2775
PEG3_ENST00000593695,264,2780
SVIL_ENST00000375400,264,2755
CACNA1A_ENST00000573710,264,2775
CACNA1A,264,2775
ALK_ENST00000618119,263,5100
HERC1,263,2755
CDH18_ENST00000274170,263,2780
PTCH1_ENST00000418258,262,4489
PTCH1_ENST00000421141,262,4489
PCDH9_ENST00000544246,261,2914
PTCH1_ENST00000429896,261,4489
AXIN2_ENST00000618960,261,4747
AXIN2_ENST00000611991,261,4747
PCDH9_ENST00000456367,261,2914
ATP8A2_ENST00000255283,261,2775
PCDHGC3_ENST00000617641,261,2754
MXRA5,261,2754
TRPM3_ENST00000377105,261,2754
COL4A2,261,2754
AXIN2_ENST00000375702,261,4747
TRPM3_ENST00000360823,261,2754
PCDH9,261,2914
PCDHGC3,261,2754
PCDHGC3_ENST00000617222,261,2754
EGFR_ENST00000455089,260,9750
SVIL_ENST00000375398,260,2755
GRM5_ENST00000455756,260,2820
SVIL,260,2755
CNTNAP2,260,2754
CACNA1A_ENST00000637276,260,2775
NAV2_ENST00000540292,259,2755
NAV2_ENST00000527559,259,2755
NAV2,259,2755
AR_ENST00000612452,259,4323
GRM5_ENST00000305432,259,2820
SZT2,259,2775
AR,259,4323
AR_ENST00000396044,259,4323
RADIL,259,2775
NAV2_ENST00000396085,259,2755
GRM5,259,2820
NAV2_ENST00000349880,259,2755
CACNA1C_ENST00000399655,258,2743
CACNA1A_ENST00000637927,258,2775
NOTCH2,258,4461
CACNA1A_ENST00000636549,258,2775
ZNF831,257,2743
ZNF831_ENST00000371030,257,2743
CDH4,257,2769
AC008695.1,257,2745
CACNA1C_ENST00000335762,257,2743
CACNA1C,256,2743
CACNA1C_ENST00000399634,256,2743
CACNA1C_ENST00000399649,256,2743
CACNA1C_ENST00000399644,256,2743
CACNA1C_ENST00000399617,256,2743
CACNA1C_ENST00000344100,256,2743
CACNA1C_ENST00000399595,256,2743
CACNA1C_ENST00000399606,256,2743
CACNA1C_ENST00000399641,256,2743
CACNA1C_ENST00000402845,256,2743
CACNA1C_ENST00000406454,256,2743
SVEP1_ENST00000401783,256,2743
CACNA1C_ENST00000399638,256,2743
CACNA1C_ENST00000399629,256,2743
CACNA1C_ENST00000399601,256,2743
ANK1_ENST00000289734,256,2780
CACNA1C_ENST00000399591,256,2743
CACNA1C_ENST00000399621,256,2743
CACNA1C_ENST00000399603,256,2743
ANK1_ENST00000347528,256,2780
CACNA1C_ENST00000327702,256,2743
CACNA1C_ENST00000399637,256,2743
CACNA1C_ENST00000399597,256,2743
THBS2,255,2914
THBS2_ENST00000617924,255,2914
TSHZ3,255,2754
SVEP1,254,2743
BCL9L,254,2839
SLITRK5,254,2755
ABCA12_ENST00000389661,254,2819
PLCG2,254,4042
GNAS_ENST00000371095,254,7260
GNAS_ENST00000265620,254,7260
GNAS_ENST00000354359,254,7260
ARID1B_ENST00000637904,253,4277
ABCA7,253,2754
ARID1B_ENST00000635849,253,4277
ASXL1,253,4363
GNAS_ENST00000306090,253,7260
DOT1L,253,4090
ABCA7_ENST00000433129,253,2754
ASXL1_ENST00000620121,252,4363
CHD4,252,2836
ADAMTS16,252,2775
MLH1,252,6486
NRXN3,252,2780
SYNE1_ENST00000448038,252,3522
ASXL1_ENST00000613218,252,4363
PIK3R1,251,4928
BIRC6,251,2754
ASXL1_ENST00000646985,251,4363
THSD7A,251,2743
MGA,251,4025
CHD4_ENST00000645005,251,2836
NRXN3_ENST00000634499,251,2780
CHD4_ENST00000643335,251,2836
CHD4_ENST00000646806,251,2836
CHD4_ENST00000544484,251,2836
MKI67,251,2754
KIF26B_ENST00000366518,251,2743
MGA_ENST00000545763,251,4025
ERC2,251,2743
MKI67_ENST00000368653,251,2754
WDFY3,251,2754
THSD7A_ENST00000617773,251,2743
CHD4_ENST00000645022,251,2836
CHD4_ENST00000357008,251,2836
CHD4_ENST00000645645,251,2836
ATP2B2_ENST00000383800,250,2914
KALRN_ENST00000360013,250,2810
ATP2B2,250,2914
CIC_ENST00000572681,250,4247
SRCAP,250,2754
DMBT1_ENST00000619379,250,2755
DMBT1_ENST00000368955,250,2755
DMBT1_ENST00000368956,250,2755
CHD4_ENST00000642879,250,2836
DMBT1_ENST00000344338,250,2755
GNAS_ENST00000371098,250,7260
ANKS1B_ENST00000547010,250,2744
DMBT1_ENST00000338354,250,2755
ADAMTS20,250,2889
DMBT1,250,2755
OTOGL,250,2743
OTOGL_ENST00000646859,250,2743
ANKS1B,250,2744
ATP2B2_ENST00000397077,250,2914
ERC2_ENST00000612797,250,2743
CHD4_ENST00000645095,250,2836
DMBT1_ENST00000330163,250,2755
TRPM3_ENST00000396280,249,2754
MGA_ENST00000570161,249,4025
MGA_ENST00000566586,249,4025
TRPM3_ENST00000396285,249,2754
TRPM3_ENST00000358082,249,2754
ADCY2,249,2914
TRPM3_ENST00000408909,249,2754
TRPM3_ENST00000396292,249,2754
ATP2B2_ENST00000643662,249,2914
SETD2,248,4241
DCHS1,248,2744
ATP2B2_ENST00000646379,248,2914
ASXL1_ENST00000306058,248,4363
CHD5,247,2780
CFAP46,247,2754
EPHA3,247,4370
USP34,247,2776
PLXNA1,247,2754
TNC_ENST00000535648,246,2914
MED12,246,5359
MYH13_ENST00000252172,246,2903
CTNND2,246,2780
UGT1A8,246,2944
CHAT_ENST00000339797,246,2754
TNC,246,2914
IGF2R,246,2944
MYH13,246,2903
MSH2,246,5429
CELSR3,246,2820
STAB2,246,2754
MYH13_ENST00000621918,246,2903
PLCG2_ENST00000359376,246,4042
TNC_ENST00000423613,245,2914
MED12_ENST00000333646,245,5359
CDH18_ENST00000506372,245,2780
TNC_ENST00000341037,245,2914
CUX1_ENST00000437600,245,2944
CIC,245,4247
ATP2B2_ENST00000644807,245,2914
PIK3R1_ENST00000521657,245,4928
CDH4_ENST00000611855,245,2769
FBN2_ENST00000508989,245,2775
KNDC1,245,2754
CDH18_ENST00000502796,245,2780
CIC_ENST00000160740,245,4247
ACACB_ENST00000377854,245,2915
TNC_ENST00000537320,244,2914
ATP2B2_ENST00000645850,244,2914
TBCD,244,2754
GRM1,244,2941
GRM1_ENST00000282753,244,2941
GRM1_ENST00000492807,244,2941
ATP2B2_ENST00000352432,244,2914
MED12_ENST00000374102,244,5359
CUX1_ENST00000393824,243,2944
ABCA7_ENST00000435683,243,2754
EPHA3_ENST00000494014,243,4370
ADGRL3,243,2857
ADGRL3_ENST00000512091,243,2857
OTOGL_ENST00000458043,243,2743
MCC,243,2743
PDZRN4,243,2780
CDH4_ENST00000543233,243,2769
CUX1_ENST00000547394,243,2944
EYS,243,2754
CUX1_ENST00000292538,243,2944
ATP2B2_ENST00000638646,243,2914
CUX1_ENST00000622516,243,2944
TPR,243,2966
CUX1_ENST00000425244,243,2944
TNC_ENST00000542877,243,2914
EYS_ENST00000503581,243,2754
MSH2_ENST00000645506,243,5429
TBCD_ENST00000539345,243,2754
ARID1B_ENST00000637810,243,4277
STAB1,242,2775
NCKAP5,242,2743
TIAM1_ENST00000541036,242,2780
PIK3CG_ENST00000440650,242,4147
NCKAP5_ENST00000317721,242,2743
ZAN_ENST00000546292,242,2775
NCKAP5_ENST00000409213,242,2743
CHD6,242,2754
GRM1_ENST00000355289,242,2941
PIK3CG_ENST00000496166,242,4147
ZAN_ENST00000620596,242,2775
ADGRB1_ENST00000643448,242,2775
ATP2B2_ENST00000452124,242,2914
ATR,242,4506
ZAN_ENST00000618565,242,2775
COL6A6,242,2743
NCKAP5_ENST00000405974,242,2743
PIK3CG,242,4147
ADGRB1_ENST00000323289,242,2775
NRXN3_ENST00000554719,242,2780
ADGRB1,242,2775
ZAN,242,2775
TIAM1,242,2780
TNRC18_ENST00000399537,241,2743
TNRC18,241,2743
SZT2_ENST00000634258,241,2775
SRCAP_ENST00000395059,241,2754
SMAD3,240,5448
SFMBT2,240,2775
GABRB3_ENST00000541819,240,2754
NIPBL,240,2780
LPA,240,2743
PCDHAC1,240,2914
DCLK1_ENST00000255448,239,2785
HLA-A,239,4499
ITPR3,239,2754
DLGAP2,239,2754
DCLK1,239,2785
PCDH15_ENST00000373955,239,2914
SFMBT2_ENST00000361972,239,2775
RIMBP2_ENST00000643940,239,2775
ADAMTS12,239,2754
ITPR3_ENST00000605930,238,2754
DLGAP2_ENST00000421627,237,2754
ADGRL3_ENST00000507625,237,2857
HLA-A_ENST00000376809,237,4499
ADGRL3_ENST00000508946,237,2857
ADGRL3_ENST00000511324,237,2857
DLGAP2_ENST00000612087,237,2754
ADGRL3_ENST00000509896,237,2857
ADGRL3_ENST00000514996,237,2857
KCNMA1_ENST00000638991,237,2754
HLA-A_ENST00000376806,237,4499
ADGRL3_ENST00000506700,237,2857
KCNMA1_ENST00000639601,237,2754
CDH9,237,2915
ADGRL3_ENST00000506720,237,2857
KCNMA1_ENST00000639913,237,2754
GRM1_ENST00000507907,237,2941
ADGRL3_ENST00000506746,237,2857
HLA-A_ENST00000376802,237,4499
SDK2,236,2743
CCSER1,236,2775
KCNMA1_ENST00000639486,236,2754
AUTS2_ENST00000644939,236,2754
ADGRL3_ENST00000514157,236,2857
ANK2_ENST00000510275,236,2846
ADAMTS12_ENST00000352040,236,2754
ADGRL3_ENST00000508693,236,2857
PKD1,236,2779
MYO3A_ENST00000265944,236,2784
LRRC7,236,2940
PKD1_ENST00000423118,236,2779
ADGRL3_ENST00000507164,236,2857
RIMBP2,236,2775
ADGRL3_ENST00000504896,236,2857
COL6A2,236,2754
MYH7,236,2812
MYO3A,236,2784
ZFPM2,235,2841
GLI2,235,2789
KCNMA1_ENST00000638223,235,2754
MAP2_ENST00000199940,235,2780
FLG2,235,2775
MAP2_ENST00000392194,235,2780
KCNMA1_ENST00000638848,235,2754
KCNMA1_ENST00000639090,235,2754
KCNMA1_ENST00000372443,235,2754
MAP2,235,2780
LRRC7_ENST00000415775,235,2940
KCNMA1_ENST00000640523,235,2754
ADCY8,235,2780
KCNMA1_ENST00000639489,235,2754
UNC13A,235,2743
MAP2_ENST00000361559,234,2780
NOS1_ENST00000317775,234,2754
NOS1,234,2754
ZNF804B,234,2754
ADCY8_ENST00000377928,234,2780
MYO3A_ENST00000543632,234,2784
DOCK4_ENST00000428084,234,2744
HTT,234,2754
PCDHA12_ENST00000613593,234,2904
GRIK2,234,2780
LYST,234,2775
GRIK2_ENST00000413795,234,2780
DISP3,234,2743
LYST_ENST00000389794,234,2775
LRBA_ENST00000510413,234,2780
GRIK2_ENST00000369138,234,2780
LRBA,234,2780
CTNND2_ENST00000511377,234,2780
SPTBN1,233,2775
SPTBN1_ENST00000615901,233,2775
KCNMA1_ENST00000640605,233,2754
KCNMA1_ENST00000372440,233,2754
KCNMA1_ENST00000457953,233,2754
CTNND2_ENST00000503622,233,2780
FLNB_ENST00000358537,233,2940
MAP2_ENST00000447185,233,2780
MLH1_ENST00000536378,233,6486
KCNMA1_ENST00000638203,233,2754
KCNMA1_ENST00000638606,233,2754
KCNMA1_ENST00000639591,233,2754
CDH10,233,2940
KCNMA1_ENST00000640182,233,2754
KCNMA1_ENST00000404771,233,2754
KCNMA1_ENST00000638351,233,2754
FLNB_ENST00000295956,233,2940
ESR2_ENST00000556275,233,2754
FLNB_ENST00000429972,233,2940
KCNMA1_ENST00000638306,233,2754
AUTS2_ENST00000406775,233,2754
WDFY4,233,2775
AUTS2,232,2754
UNC13A_ENST00000552293,232,2743
EPHB1,232,4258
DOCK4,232,2744
GLI2_ENST00000361492,232,2789
PCDHA2_ENST00000378132,232,2914
UNC13A_ENST00000551649,232,2743
KCNMA1_ENST00000639544,232,2754
KCNMA1_ENST00000640807,232,2754
POLD1_ENST00000440232,232,4295
CDH23,231,2775
PXDN,231,2743
CNTLN,231,2820
FASN,231,2754
SLIT3_ENST00000519560,231,2754
NLRP5_ENST00000621651,231,2743
UNC13A_ENST00000550896,231,2743
CDH8_ENST00000299345,231,2940
C11orf65,231,2861
CDH8,231,2940
FASN_ENST00000634990,231,2754
ASH1L_ENST00000368346,231,2754
ABCA1,231,2780
CDH23_ENST00000398809,231,2775
NLRP5,231,2743
HLA-A_ENST00000638375,230,4499
FLNB,230,2940
NOS1_ENST00000344089,230,2754
KCNMA1,230,2754
KCNMA1_ENST00000286627,230,2754
NOS1_ENST00000338101,230,2754
ASPM,230,2754
SRRM2,230,2754
SRRM2_ENST00000630499,230,2754
FER1L6,230,2754
CDH8_ENST00000577730,230,2940
BCL9L_ENST00000526143,230,2839
SORCS1,230,2780
KCNMA1_ENST00000434208,230,2754
SLIT3,230,2754
POLD1_ENST00000595904,230,4295
ASPM_ENST00000294732,230,2754
POLD1_ENST00000599857,230,4295
ASH1L,230,2754
UGT1A10,229,2748
POLD1,229,4295
MEGF8_ENST00000378073,229,2743
MSH2_ENST00000406134,229,5429
MSH2_ENST00000543555,229,5429
SPHKAP,229,2743
ABCA2_ENST00000614293,229,2754
HELZ2,229,2754
MEGF8_ENST00000334370,229,2743
KCNMA1_ENST00000639406,228,2754
ABCA2_ENST00000371605,228,2754
PCDHA9_ENST00000378122,228,2935
ABCA2_ENST00000265662,228,2754
KCNMA1_ENST00000640969,228,2754
KCNT1,228,2776
RP1,228,2755
MEGF8,228,2743
PCDHA13_ENST00000617769,228,2914
KCNT1_ENST00000487664,228,2776
KCNMA1_ENST00000640141,228,2754
ZDBF2,228,2743
ABCA2,228,2754
KCNT1_ENST00000628528,228,2776
FLNB_ENST00000493452,227,2940
SPHKAP_ENST00000344657,227,2743
GCN1,227,2754
CELSR2,227,2754
ZFPM2_ENST00000520492,227,2841
NFASC_ENST00000539706,226,2776
ZFAT,226,2754
XKR4_ENST00000622811,226,2754
SPTB,226,2755
ZFAT_ENST00000523399,226,2754
MTUS2,226,2775
NFASC_ENST00000360049,226,2776
XKR4,226,2754
KIAA1549_ENST00000440172,226,2743
EFCAB6,226,2754
SPTB_ENST00000556626,226,2755
TRIOBP,226,2775
EFCAB6_ENST00000396231,226,2754
NFASC,226,2776
TRIOBP_ENST00000644935,226,2775
NRXN2,225,2754
NRXN2_ENST00000377559,225,2754
GREB1_ENST00000234142,225,2755
CENPF,225,2776
MGAM,225,2745
SPTB_ENST00000389722,225,2755
ZDBF2_ENST00000611847,225,2743
NRXN2_ENST00000409571,225,2754
RET,225,5582
MGAM_ENST00000475668,225,2745
NPAP1,225,2780
AC244517.10,225,2748
NFASC_ENST00000404076,225,2776
GREB1,225,2755
NRXN2_ENST00000377551,225,2754
MGAM_ENST00000620571,225,2745
NFATC1_ENST00000397790,224,2780
SCN9A,224,2754
SCN9A_ENST00000303354,224,2754
VPS13A,224,2780
VPS13A_ENST00000376636,224,2780
VPS13A_ENST00000644843,224,2780
TCHH,224,2743
NFATC1_ENST00000253506,224,2780
LAMC3,224,2754
NFASC_ENST00000401399,224,2776
TCHH_ENST00000368804,224,2743
MYOF_ENST00000358334,224,2754
MYOF,224,2754
NOTCH4,224,4234
CHD7,224,2784
KIAA1549,224,2743
SCN9A_ENST00000645907,223,2754
MAGI2_ENST00000419488,223,2743
MAGI2_ENST00000637441,223,2743
ADGRG4_ENST00000394141,223,2775
CHD7_ENST00000524602,223,2784
ADGRG4,223,2775
MAGI2,223,2743
NFASC_ENST00000404907,223,2776
ADGRG4_ENST00000370652,223,2775
NRG1_ENST00000356819,223,2770
MAGI2_ENST00000522391,223,2743
PCSK5,223,2754
SCN10A,223,2754
SCN9A_ENST00000642356,222,2754
KIF1A_ENST00000320389,222,2754
PCDHA3_ENST00000532566,222,2914
NTRK3_ENST00000394480,222,4714
MLH1_ENST00000539477,222,6486
SCN1A,222,2775
AFF2,222,2754
MLH1_ENST00000435176,222,6486
SCN1A_ENST00000637988,222,2775
BCOR_ENST00000342274,222,4158
SCN1A_ENST00000635776,222,2775
NRG1_ENST00000405005,222,2770
SCN1A_ENST00000641603,222,2775
SCN1A_ENST00000635750,222,2775
SCN1A_ENST00000641575,222,2775
PTPRN2_ENST00000389413,222,2780
MLH1_ENST00000458205,222,6486
PTPRN2_ENST00000389416,222,2780
ALMS1_ENST00000484298,222,2775
ALMS1,222,2775
COL6A1,222,2754
NFASC_ENST00000513543,222,2776
PTPRN2_ENST00000409483,222,2780
PTPRN2,222,2780
MLH1_ENST00000455445,222,6486
KIF1A,222,2754
SCN9A_ENST00000644316,222,2754
LRBA_ENST00000507224,222,2780
NCAM1_ENST00000316851,221,2743
ZFAT_ENST00000520727,221,2754
TNR,221,2754
DCC,221,3113
DNHD1,221,2754
TNR_ENST00000263525,221,2754
ZFAT_ENST00000520214,221,2754
AKAP9_ENST00000358100,221,3054
OTOF,221,2780
NIPBL_ENST00000448238,221,2780
ZFAT_ENST00000520356,221,2754
BCOR_ENST00000378455,221,4158
OTOF_ENST00000403946,221,2780
NCAM1_ENST00000615112,221,2743
SCN1A_ENST00000640036,221,2775
NCAM1_ENST00000615285,221,2743
ZFAT_ENST00000429442,221,2754
NCAM1_ENST00000618266,221,2743
SCN9A_ENST00000409435,221,2754
KCNT1_ENST00000486577,221,2776
SCN1A_ENST00000375405,221,2775
SCN1A_ENST00000423058,221,2775
AP000311.1,221,2743
SCN10A_ENST00000643924,220,2754
GRIK2_ENST00000369137,220,2780
GRIK2_ENST00000369134,220,2780
RUNX1T1_ENST00000523629,220,2920
AC116366.3_ENST00000638568,220,2781
UGT1A10_ENST00000373445,220,2748
CADPS2_ENST00000334010,220,2754
CADPS2_ENST00000412584,220,2754
BCOR_ENST00000397354,220,4158
DGKI_ENST00000446122,220,2754
RUNX1T1_ENST00000615601,220,2920
AC116366.3_ENST00000638452,220,2781
CADPS2_ENST00000313070,220,2754
BCOR,220,4158
CADPS2,220,2754
SCN10A_ENST00000643108,220,2754
KMT2B,220,2842
CADPS2_ENST00000615869,220,2754
GRIK2_ENST00000318991,220,2780
SPTBN5,220,2754
ASTN1_ENST00000367657,220,2754
CNTNAP5,220,2755
NCAM1,220,2743
DGKI_ENST00000424189,220,2754
SCN10A_ENST00000644826,220,2754
NRG1,220,2770
NCAM1_ENST00000531044,220,2743
WNK1_ENST00000537687,219,2816
WNK1_ENST00000530271,219,2816
COL6A1_ENST00000612273,219,2754
NFATC1_ENST00000542384,219,2780
CDH12_ENST00000504376,219,2754
CUX1_ENST00000646649,219,2944
TACC2_ENST00000515603,219,2780
WNK1_ENST00000315939,219,2816
UGT1A9,219,2785
DGKI,219,2754
RUNX1T1_ENST00000614812,219,2920
TACC2_ENST00000513429,219,2780
CUX1_ENST00000645010,219,2944
FRMD4A,219,2755
PDXDC1_ENST00000535621,219,2754
TACC2,219,2780
WNK1_ENST00000535572,219,2815
TACC2_ENST00000453444,219,2780
MAP1B,219,2780
CUX1_ENST00000292535,219,2944
RUNX1T1_ENST00000613886,219,2920
RUNX1T1_ENST00000265814,219,2920
TACC2_ENST00000358010,219,2780
SCN1A_ENST00000409050,219,2775
NFATC1,219,2780
RUNX1T1,219,2920
CTNNA3,219,2754
TACC2_ENST00000334433,219,2780
WNK1,219,2816
SMAD2_ENST00000591214,219,6214
RUNX1T1_ENST00000613302,219,2920
TACC2_ENST00000515273,219,2780
RUNX1T1_ENST00000617740,219,2920
GRID1,218,2775
CUX1,218,2944
PRUNE2_ENST00000443509,218,2775
RET_ENST00000615310,218,5582
OBSL1_ENST00000373876,218,3869
CDH11,218,3161
AC116366.3,218,2781
CUL9,218,2754
CPLANE1,218,2775
NFATC1_ENST00000329101,218,2780
CDH13,218,2775
B2M,218,4357
CAMTA1,218,2754
CDH11_ENST00000394156,218,3161
PRUNE2,218,2775
PDGFRA,218,5966
MYH7B,218,2775
CPLANE1_ENST00000508244,218,2775
NFATC1_ENST00000545796,218,2780
PRUNE2_ENST00000428286,218,2775
CUL9_ENST00000372647,218,2754
NFATC1_ENST00000318065,218,2780
CUX1_ENST00000546411,218,2944
CDH13_ENST00000567109,218,2775
OBSL1,218,3869
B2M_ENST00000559916,217,4357
MYOM2,217,2754
SNTG1_ENST00000644093,217,2754
AFF2_ENST00000342251,217,2754
CUX1_ENST00000556210,217,2944
SNTG1_ENST00000522124,217,2754
MYOM2_ENST00000523438,217,2754
CUX1_ENST00000550008,217,2944
CACNA1D_ENST00000637424,217,2754
CDH12,217,2754
SNTG1_ENST00000646880,217,2754
B2M_ENST00000544417,217,4357
SNTG1,217,2754
CUX2,217,2775
CUX1_ENST00000549414,217,2944
MYH7B_ENST00000618182,217,2775
DNHD1_ENST00000527990,217,2754
SNTG1_ENST00000517473,216,2754
CACNA2D4_ENST00000587995,216,2744
FLT1,216,4372
GRM6,216,2780
SNTG1_ENST00000642164,216,2754
SNTG1_ENST00000642826,216,2754
DICER1,216,4643
SMC6_ENST00000402989,216,2782
CDH13_ENST00000428848,216,2775
DICER1_ENST00000393063,216,4643
DICER1_ENST00000343455,216,4643
RUNX1T1_ENST00000360348,216,2920
ASTN1,216,2754
SNTG1_ENST00000518864,216,2754
CACNA2D4,216,2744
NFATC1_ENST00000586434,215,2780
NTRK3_ENST00000357724,215,4714
NTRK3_ENST00000355254,215,4714
SMARCA2_ENST00000450198,215,2755
DICER1_ENST00000527414,215,4643
SPTBN2_ENST00000529997,215,2780
CACNA2D4_ENST00000588077,215,2744
SPTBN2_ENST00000611817,215,2780
PCDHA10_ENST00000562220,215,2914
CDH11_ENST00000566827,215,3161
RUNX1T1_ENST00000520724,215,2920
NTRK3,215,4714
SPTBN2_ENST00000617502,215,2780
MACROD2,215,2743
SPTBN2_ENST00000309996,215,2780
GRM6_ENST00000517717,215,2780
SPTBN2,215,2780
DGKI_ENST00000453654,215,2754
SIPA1L3,215,2754
SMARCA2_ENST00000357248,215,2755
DCDC1_ENST00000597505,215,2754
KIT,215,6737
NTRK3_ENST00000629765,215,4714
SMARCA2_ENST00000349721,215,2755
KCNMA1_ENST00000638759,214,2754
KDM5A,214,4111
SYNE2_ENST00000555002,214,2780
KCNMA1_ENST00000638575,214,2754
MYO18A_ENST00000533112,214,2754
SLX4,214,2778
EVC2,214,2780
SNTG1_ENST00000643740,214,2754
TLN2,214,2775
COL14A1,214,2754
MEGF6,214,2754
KCNT1_ENST00000630792,214,2776
LRRIQ1,214,2754
LAMA3,214,2754
ADAMTSL1,214,2754
NTRK3_ENST00000557856,214,4714
BCORL1,214,2874
MYO18A_ENST00000628822,214,2754
KCNMA1_ENST00000626620,214,2754
SMAD3_ENST00000439724,214,5448
LAMA3_ENST00000399516,214,2754
NSD1,214,4168
KCNMA1_ENST00000640834,214,2754
BCORL1_ENST00000218147,214,2874
MYO18A_ENST00000531253,214,2754
NLRC5_ENST00000436936,214,2781
MYO18A,214,2754
SMARCA2_ENST00000382194,214,2755
EVC2_ENST00000310917,214,2780
WNK2_ENST00000395477,214,2784
SMAD3_ENST00000540846,214,5448
NLRC5,214,2781
NLRC5_ENST00000539144,214,2781
FREM1,213,2775
TRPM2_ENST00000397928,213,2754
ITPR1_ENST00000354582,213,2775
ITPR1_ENST00000456211,213,2775
TLN2_ENST00000636159,213,2775
PTPRM,213,2915
PTPRM_ENST00000332175,213,2915
RPTOR_ENST00000544334,213,4105
TET1,213,4253
ITPR1_ENST00000357086,213,2775
ITPR1,213,2775
MYH9,213,2953
SLITRK1,213,2754
VPS13A_ENST00000643348,213,2780
VPS13A_ENST00000357409,213,2780
NSD1_ENST00000354179,213,4168
FREM1_ENST00000380880,213,2775
NTRK3_ENST00000626019,213,4714
RPTOR,213,4105
ITPR1_ENST00000544951,213,2775
SMARCA2,213,2755
TRPM2_ENST00000300482,213,2754
PREX1,213,2754
CNTN6,212,2780
HIVEP3,212,2780
PCDHA11_ENST00000616325,212,2935
ACAN_ENST00000559004,212,2775
MACROD2_ENST00000642719,212,2743
AFDN_ENST00000392112,212,2754
AFF3_ENST00000317233,212,2868
TRPM2_ENST00000300481,212,2754
ZC3H13,212,2754
ACAN_ENST00000617301,212,2775
CNTN6_ENST00000350110,212,2780
C3,212,2754
PLXNA2,212,2754
AFDN_ENST00000447894,212,2754
SCN3A_ENST00000360093,212,2775
SCN3A,212,2775
ACAN_ENST00000352105,212,2775
AFDN_ENST00000351017,212,2754
ITPR1_ENST00000443694,212,2775
AFDN_ENST00000400822,212,2754
ACAN,212,2775
ZNFX1_ENST00000371754,212,2743
MYO10_ENST00000274203,212,2743
ACAN_ENST00000560601,212,2775
HIVEP3_ENST00000372584,212,2780
SCN3A_ENST00000639244,212,2775
RET_ENST00000340058,212,5582
DICER1_ENST00000541352,212,4643
ZC3H13_ENST00000282007,212,2754
ARID2_ENST00000444670,212,4385
TRPM2,212,2754
SALL3,212,2780
NRG1_ENST00000521670,212,2770
AFF2_ENST00000370457,211,2754
SALL3_ENST00000616649,211,2780
ZNF423_ENST00000563137,211,2754
ATP11A,211,2775
GRIA4,211,2754
KCNMA1_ENST00000406533,211,2754
DCC_ENST00000412726,211,3113
SALL3_ENST00000575389,211,2780
NAV3_ENST00000644176,211,2842
HIVEP3_ENST00000643665,211,2780
ATP11A_ENST00000375630,211,2775
AFDN,211,2754
ATXN1_ENST00000436367,211,2754
AFF3,211,2868
ATP11A_ENST00000375645,211,2775
GRIA4_ENST00000393127,211,2754
KCNMA1_ENST00000354353,211,2754
SYNE1_ENST00000539504,211,3522
SYNE1_ENST00000354674,211,3522
RASGRF1_ENST00000558480,211,2754
ZNF423,211,2754
ZNF423_ENST00000262383,211,2754
PCDHA7_ENST00000356878,211,2914
TIAM2,211,2754
RASGRF1,211,2754
COL4A4,211,2776
MYO10,211,2743
ANO3_ENST00000525139,211,2754
COL1A2,211,2914
ANO3,211,2754
CACNA1D_ENST00000645528,210,2754
FBXL7,210,2755
KIAA1217_ENST00000376462,210,2754
CACNA1D,210,2754
CAD,210,2780
RALGAPA2,210,2755
SALL3_ENST00000536229,210,2780
NSD1_ENST00000347982,210,4168
PAPPA,210,2754
COL1A2_ENST00000620463,210,2914
PTPRK_ENST00000368226,210,2755
SORCS1_ENST00000612154,210,2780
IGSF9B,210,2743
MAGI1_ENST00000330909,210,2868
PLXNA3,210,2754
SHANK1_ENST00000391814,210,2780
SHANK1,210,2780
CAD_ENST00000403525,210,2780
DLC1_ENST00000512044,210,2755
SORCS1_ENST00000622431,210,2780
ATXN1,210,2754
CACNA1D_ENST00000350061,210,2754
COL14A1_ENST00000309791,209,2754
PTPRK_ENST00000368213,209,2755
ACAN_ENST00000561243,209,2775
SCN3A_ENST00000409101,209,2775
SHANK2_ENST00000601538,209,2754
DOCK10,209,2754
SHANK1_ENST00000359082,209,2780
ALMS1_ENST00000614410,209,2775
ESR1,209,4303
ZNF462,209,2754
PTPRK_ENST00000368210,209,2755
INTS1,209,2743
PTPRK,209,2755
ARAP1_ENST00000359373,209,2754
CNOT1,208,2754
VPS13A_ENST00000645632,208,2780
CNOT1_ENST00000569240,208,2754
MYH6_ENST00000356287,208,2914
SPTB_ENST00000389721,208,2755
SPAG17,208,2780
VPS13A_ENST00000376634,208,2780
PTPRK_ENST00000368207,208,2755
CACNA2D4_ENST00000586184,208,2744
MYH6,208,2914
SPTB_ENST00000389720,208,2755
PTPRK_ENST00000368215,208,2755
ESR1_ENST00000206249,208,4303
ESR1_ENST00000443427,208,4303
RUNX1T1_ENST00000518844,208,2920
DNMT1_ENST00000340748,207,4033
ESR1_ENST00000338799,207,4303
CDH12_ENST00000522262,207,2754
CIT_ENST00000261833,207,2784
PLCE1,207,2754
A2M,207,2755
